No.,Position X,Position Y,Position Z
169, 0.06749487, 1.955632, 2.572258
170, -0.02937603, 3.862815, -2.073318
171, -2.806151, 2.271239, 2.755699
172, 1.051442, 3.957187, -2.444798
173, 1.076102, 3.206336, 2.713202
174, -1.417929, 2.087484, 2.418705
175, -2.128514, 3.652146, -1.525494
176, 1.739646, 0.5774679, -0.01454163
177, -0.1032777, 0.6569762, -1.603075
178, -0.9163089, 3.406043, -1.789838
179, -0.9388599, 2.827599, -1.364805
180, -0.5903859, 0.3258967, -1.89427
181, -1.504273, 1.176108, 1.914074
182, -1.927269, 3.267074, -1.75811
183, 1.236229, 3.686608, -0.3165274
184, 2.983401, 3.606828, -0.08666992
185, -1.641996, 1.604299, -1.123785
186, -2.719337, 0.3857231, 1.235037
187, 2.756981, 3.413538, -0.4210796
188, -1.296607, 3.474238, -1.352149
189, 2.417289, 1.519873, -2.735746
190, -0.1803737, 1.084727, -0.8539696
191, -2.38902, 2.734112, -2.908545
192, 2.781229, 0.8816161, -2.466919
193, 0.7219338, 0.01002312, -1.132091
194, 0.4582152, 2.609379, 0.3582954
195, -1.865018, 1.97292, -2.820816
196, -1.118922, 0.01611376, 0.7411003
197, -0.6955152, 3.398342, 2.297255
198, 1.656654, 1.202347, -1.689247
199, -2.880402, 0.5403366, -1.188129
200, -1.904867, 2.701753, 2.081535
201, 1.948821, 0.6758218, 0.4794941
202, -1.582556, 2.894233, -2.034694
203, -2.656341, 2.845909, 1.842552
204, 1.410824, 3.963404, 1.542871
205, 1.099592, 1.550783, -1.945196
206, 1.794358, 2.097773, 1.532032
207, -1.492635, 3.454443, 0.695015
208, -0.5896187, 3.483275, -2.456625
209, 1.605405, 1.594686, -2.472318
210, -1.169375, 2.642882, -2.894276
211, 2.871965, 1.64721, -2.995928
212, -2.018826, 2.528568, -1.86251
213, -0.9137912, 3.61585, 2.436424
214, 1.343638, 2.447656, 1.801107
215, -0.5473676, 1.159864, 0.6099482
216, 0.2781382, 0.3018608, -0.2480783
217, 2.059001, 0.787147, -1.964291
218, -1.151154, 0.2044439, 1.936443
219, 2.262417, 1.823935, -0.8916483
220, 2.500107, 2.564053, 2.64765
221, -2.546573, 2.889691, -1.901134
222, 1.531228, 2.80984, -0.5461512
223, 2.910409, 3.556858, 1.221275
224, -1.810446, 3.315457, 1.903688
225, 1.330109, 3.233484, 0.4501762
226, -1.079104, 1.940837, -1.061167
227, 2.428749, 1.466374, -1.959109
228, -2.608553, 1.823929, 2.681709
229, 1.172808, 1.393486, -1.847432
230, -0.1023941, 1.486962, 0.1875725
231, 1.091443, 0.2810955, -1.691094
232, 1.92196, 3.362255, -1.528565
233, 1.595273, 1.4635, 1.274214
234, 1.110992, 0.6285219, -0.06113529
235, -0.1861157, 1.688726, 2.822466
236, -1.649546, 3.286635, 2.087837
237, -1.052296, 0.3881807, -1.676986
238, 2.502175, 2.040447, -2.4545
239, 1.438119, 1.922941, 2.151985
240, 2.742319, 3.853654, -1.012698
241, 1.642832, 2.105237, 0.7241859
242, -2.197433, 3.217047, 2.827778
243, -1.599797, 3.469642, 0.4364367
244, -2.880309, 3.952479, -0.7335787
245, 2.814153, 0.7517314, 0.4649544
246, -1.279429, 0.8633881, 0.8744411
247, -2.016513, 1.850767, 2.793156
248, -1.441508, 1.991211, 0.6420517
249, 1.485579, 1.994601, -1.382076
250, 2.427916, 3.055534, -0.1394558
251, -0.4838085, 0.6431503, -1.782465
252, 1.120592, 0.1112514, -0.2010746
253, 0.8162047, 1.518532, 2.086296
254, -2.04533, 0.3487134, -2.913415
255, -1.357201, 1.595412, 2.186993
256, 1.934843, 0.1042743, -1.434012
257, 2.425336, 2.50774, 1.19528
258, 2.107703, 1.540718, -0.3324614
259, 0.5957375, 1.952974, 1.733665
260, 2.575977, 0.4695001, 1.530182
261, -2.240388, 2.269872, -0.930645
262, 2.014767, 1.297855, 0.7131596
263, -2.321594, 2.461904, -0.1630707
264, 0.9248091, 2.47159, -2.180976
265, -1.466585, 3.470957, 2.100893
266, -2.233784, 0.04882336, 0.4146023
267, 2.603861, 1.610327, 0.8120766
268, -0.2022867, 3.385113, -1.981392
269, -1.377671, 1.297145, 1.574783
270, -0.9937601, 1.195254, 0.05297661
271, 0.6732368, 3.988996, 2.38863
272, -2.573678, 2.228194, -2.91127
273, 2.325484, 3.971427, -2.856556
274, 1.026656, 0.9722424, -1.279455
275, -2.696204, 3.817892, -2.1248
276, -0.73349, 0.2177896, -2.599358
277, -2.699218, 0.736341, 2.821339
278, 1.408913, 3.588425, 1.759193
279, 2.010754, 3.330465, -2.621838
280, 1.130618, 0.8128176, 0.1747847
281, 0.5896664, 3.18207, 2.840927
282, -1.6962, 3.557889, 0.1348629
283, 2.407652, 1.71581, -1.506372
284, -2.850072, 2.735356, 2.186432
285, 1.903416, 1.50856, -2.293429
286, -1.94969, 1.724458, -0.8467321
287, 2.902153, 3.767017, 2.269529
288, -1.293027, 2.760417, 0.692091
289, 0.7640318, 1.799773, 2.630142
290, -1.785845, 2.547261, 2.694487
291, 2.358742, 3.586667, -1.016668
292, 2.432728, 1.959503, 2.648127
293, 1.52036, 2.162861, 2.790806
294, 2.910428, 3.249382, 0.04291153
295, 2.406148, 0.8772626, 0.1940985
296, 0.9854048, 0.834671, 1.005919
297, 1.495594, 2.090379, 2.551216
298, -0.526628, 2.630963, -0.3191347
299, -2.436053, 1.114164, 2.368132
300, -1.276336, 3.573972, 2.471329
301, -0.3167992, 3.590068, 2.900488
302, 2.486211, 3.037648, 0.1416931
303, -2.327074, 3.057286, -2.438337
304, -2.944673, 3.44461, -0.9883919
305, -2.427447, 1.848815, -2.868591
306, 1.094999, 0.1091094, 1.681196
307, 1.017403, 1.809418, 0.04494667
308, 0.6897001, 2.578684, -2.325816
309, 2.008666, 3.434975, 2.136036
310, -0.801435, 3.121715, 2.708876
311, 0.0418644, 2.744256, -1.626712
312, 0.431725, 2.023233, 0.1951437
313, -2.634311, 1.979793, 2.359865
314, 2.461233, 0.3606329, 2.138475
315, 0.1376705, 0.9686275, -2.4959
316, 1.838541, 2.329126, 2.554485
317, 0.6223493, 2.399742, -1.745897
318, 2.438528, 0.01441193, -0.217865
319, 1.809467, 3.257566, -1.383665
320, 0.4226909, 2.984262, 1.266748
321, -2.614933, 0.6237931, 1.061817
322, 2.944072, 1.532655, 0.6204538
323, -0.2324815, 1.224293, 0.8588028
324, 1.396967, 1.625079, -2.279339
325, -2.603229, 1.062066, 0.01874542
326, 0.6066809, 3.611195, 1.652145
327, -1.532523, 2.444834, -1.192169
328, -2.557385, 1.603389, 1.097744
329, -1.730757, 1.979936, 1.28451
330, -1.587734, 2.507565, 2.818089
331, 0.8204082, 3.233656, 0.6472797
332, 2.967094, 1.599112, -2.802255
333, 2.332866, 0.08941364, 2.761181
334, 2.148412, 3.865167, -0.782032
335, -2.615444, 1.785764, -0.1866436
336, -2.432148, 3.283925, 0.3257885
337, 0.09449053, 1.428423, -2.730826
338, 2.764141, 0.07329321, 2.245584
339, 1.210529, 0.1648431, -2.879247
340, -2.055031, 3.062344, -1.584178
341, -0.4252386, 1.213247, 1.993237
342, -0.3172584, 3.81523, -2.241676
343, -0.4576459, 2.191783, -1.685896
344, 2.994341, 3.177074, 1.589729
345, -1.375751, 2.347372, 2.983984
346, -0.5981793, 2.862813, 0.7649403
347, 1.823981, 1.272964, -0.1036186
348, -0.1211433, 3.680867, -0.03369522
349, 0.9453183, 3.172368, -1.3498
350, -2.452598, 3.98501, -1.635872
351, 2.296353, 0.7425675, -1.988458
352, -1.482063, 2.927623, -2.269469
353, -1.322083, 2.989719, -1.333384
354, -2.04535, 0.1939955, 1.272833
355, 2.410588, 2.158029, 1.251526
356, -0.01965475, 0.211267, 1.966131
357, -0.4024897, 0.6008315, 1.053509
358, 0.1591034, 1.391862, 1.756224
359, -2.533845, 2.084334, 2.710564
360, -1.219278, 1.613905, -2.850732
361, -1.788607, 2.47081, 2.084993
362, 0.6804247, 0.9820499, -2.375354
363, 0.7116771, 0.7166481, -1.484112
364, -0.6214294, 3.220635, -2.189647
365, 2.000143, 2.734541, 2.58153
366, -0.6340861, 1.294916, 0.4618244
367, -0.7680707, 3.12019, 2.317698
368, -1.979812, 0.856945, -1.327576
369, -2.181701, 0.4701653, 1.397961
370, 1.658633, 3.566849, 2.120262
371, 1.05047, 2.53666, 2.018654
372, -0.1072273, 3.186555, 0.9348602
373, -0.1726961, 3.22738, -1.592798
374, -1.030509, 0.2105446, 0.7091522
375, 2.578397, 1.792712, 2.168623
376, 0.3266091, 0.6341119, 1.263474
377, -0.008154869, 3.705503, -0.08304405
378, -1.397985, 2.903972, -2.093391
379, -2.241055, 1.542408, 0.0762701
380, 2.298136, 0.35886, 2.066195
381, 1.764855, 3.607442, 0.4252415
382, 1.365679, 2.606499, -1.537528
383, 0.3496866, 3.624886, -0.6067877
384, -0.3380475, 0.9335036, -2.803614
385, -2.815916, 3.083428, 2.556221
386, 1.167011, 3.131969, -2.009412
387, -0.2126794, 0.4863806, 1.108503
388, 2.691065, 1.419708, -1.614038
389, 2.103571, 0.7581415, 2.416309
390, 2.019251, 0.3562288, 1.787794
391, 2.91078, 2.313695, -0.1591816
392, -2.920035, 1.652503, 1.486027
393, -1.429275, 1.929021, -1.518633
394, 2.438918, 0.2558284, 2.609793
395, -1.401429, 0.176455, -0.7258797
396, -2.501366, 3.21495, -2.962225
397, -2.45438, 2.177288, -2.705473
398, -1.072983, 0.8976078, -0.4266777
399, 0.2800479, 0.8130574, 0.9745169
400, -2.600312, 3.345747, 0.8039446
401, -0.1323018, 2.380481, -1.704022
402, -2.005013, 1.059598, -0.7599564
403, -0.09756994, 2.975399, 0.159544
404, -2.539578, 3.620958, -0.7872829
405, 2.631711, 1.712942, -0.7947531
406, 1.954401, 3.265031, -1.229296
407, 2.886102, 2.431426, 2.723913
408, 2.955374, 3.745785, 1.844749
409, 1.912597, 2.843581, 1.002071
410, 1.468936, 0.4593792, 0.6349306
411, -1.545608, 0.8409309, -0.317091
412, 1.905866, 0.7129507, 1.227856
413, -0.2445598, 3.039681, -1.174915
414, 0.9998173, 1.65284, 0.6742268
415, 0.7478089, 2.933685, -0.3040638
416, 2.334206, 2.785037, -0.5932398
417, 2.288112, 3.335061, 2.936584
418, 1.169672, 0.04264069, 1.632561
419, 2.03432, 0.5598521, -1.368982
420, 0.9509138, 0.6154532, -1.242426
421, 2.224334, 3.833297, 0.7429543
422, 2.460423, 0.3223424, -2.590437
423, -1.389123, 1.026818, 0.6594849
424, 2.849501, 0.5160975, 0.196867
425, -0.3217354, 3.055701, 1.277254
426, -0.06935883, 3.959249, -2.988294
427, -1.798309, 1.159497, -2.343679
428, -1.680282, 0.3965716, -0.9371262
429, 2.063354, 3.827024, 1.192942
430, -1.705748, 3.033136, -1.622214
431, 1.486822, 2.393059, 1.269594
432, -0.1065269, 3.272995, -2.878989
433, 2.838993, 3.564502, 2.640512
434, -0.4733257, 2.902537, -0.97612
435, -1.401618, 3.950704, -1.129343
436, 0.9950558, 0.5363598, -2.221082
437, -0.8355808, 2.679543, 2.726219
438, 1.789464, 3.052846, -0.7882996
439, 2.38845, 0.503231, 1.761187
440, -0.4553342, 3.048157, 0.8712778
441, 2.017323, 2.378671, -1.580737
442, 2.555504, 2.876957, -2.617693
443, -0.5496249, 1.67825, 1.624846
444, -1.879116, 1.332225, 1.443998
445, -1.438439, 2.057115, -2.368176
446, -2.444725, 1.410008, 0.4976139
447, -1.24366, 2.007727, -2.920856
448, -0.3010845, 3.667579, -1.798596
449, 1.216459, 3.116016, 1.43264
450, 0.8698589, 2.416048, -2.410633
451, -2.803165, 0.3660526, 0.6826792
452, 0.1324201, 2.740249, -0.2573881
453, -2.672122, 2.840853, -1.154033
454, -1.533685, 3.481001, -2.081974
455, -1.624895, 1.550219, -2.37353
456, 0.08780098, 2.670891, -2.427719
457, 0.724134, 2.001137, -1.73223
458, 2.450757, 2.765695, 2.127983
459, 2.861091, 1.462579, -2.689772
460, -1.395514, 1.155482, -1.010365
461, -1.356051, 3.261097, -0.2356958
462, -2.80415, 0.1299596, 2.249683
463, 1.931351, 0.2871113, 2.35807
464, 1.487823, 2.637627, -1.057794
465, -0.01665211, 2.055842, 0.2940655
466, 1.648474, 1.124945, 0.3313999
467, -2.02496, 2.130607, -0.7502441
468, -1.748564, 1.989383, -0.7824116
469, -1.305763, 1.376584, -0.8952675
470, -0.02146578, 3.888578, -0.6600151
471, 1.438429, 0.5461111, 2.098125
472, -2.029215, 1.305396, -0.6035423
473, -1.859981, 1.015716, 0.7615528
474, 2.725736, 0.9008303, -2.107125
475, 1.650247, 2.246814, 2.342241
476, 1.609444, 0.9469404, -2.794161
477, -0.01061916, 3.858495, 1.496449
478, -2.558629, 2.894793, -1.983944
479, -0.8102608, 1.618458, 0.6433182
480, -0.03019333, 3.540925, 2.004648
481, 1.058471, 0.5930123, -1.634705
482, 2.44992, 3.919678, 1.262571
483, 0.2552214, 2.228713, -2.306641
484, -0.5839739, 0.8120537, 0.4743938
485, -1.576844, 0.01402807, -0.6941929
486, 0.02464819, 2.893011, -1.396014
487, -0.142664, 1.043895, -2.607362
488, 1.543044, 2.527692, 1.601599
489, 1.828116, 3.052113, -0.6182442
490, -0.9970727, 1.74347, -2.995478
491, 0.04823303, 2.965531, -0.6197891
492, 0.3530536, 0.3321562, 0.8301468
493, -1.61582, 2.239113, 0.3577709
494, 0.4344516, 1.818259, -2.087259
495, -2.913056, 1.565674, 1.525967
496, -0.4259524, 1.415758, 0.1270046
497, 0.1976843, 0.2477775, 2.101597
498, 1.215219, 2.196581, 2.180319
499, -1.540421, 3.008895, -0.932209
500, -2.653811, 3.026262, -1.671572
