No.,Position X,Position Y,Position Z
82, -1.922184, 2.587448, 1.658642
83, -0.9557536, 2.958146, -1.994125
84, 1.501318, 3.662334, 1.908463
85, 1.776902, 2.100453, 1.852661
86, -1.646097, 1.204464, -0.796771
87, 1.044518, 0.8375306, 0.8138866
88, -0.0185039, 1.675189, 1.930458
89, 1.519578, 3.483404, -0.2109547
90, -0.3660672, 3.096404, 1.656408
91, -1.903607, 3.211364, -0.548584
92, 0.9500508, 3.949921, -0.1510229
93, 1.03278, 3.924314, 0.6486893
94, 0.5329508, 0.6935806, -0.7942295
95, -1.982851, 0.839375, 0.9338436
96, 0.9532365, 3.237593, -0.4722853
97, -0.2597783, 1.723254, 0.3099146
98, -0.07897687, 2.80341, -0.242301
99, 1.351926, 1.340754, 1.034208
100, 1.075086, 0.3126874, -0.3030033
101, 0.8313951, 0.654438, 0.5363989
102, -1.835517, 1.468795, 1.600239
103, 0.9988407, 2.084895, -1.237429
104, -1.323847, 3.115033, 1.463335
105, -1.344748, 3.659, -0.8316002
106, -1.741954, 3.766309, -1.969639
107, 0.09273744, 0.3119507, 0.4337168
108, 1.064185, 0.8976078, 0.8763943
109, -0.1033914, 0.01105738, -1.449875
110, 0.07348752, 0.09004593, 1.682552
111, 0.7954544, 3.256581, -0.3429585
112, -0.3973591, 0.3976879, -0.7952766
113, 1.699006, 1.495406, 1.836599
114, -1.026367, 3.03042, -1.791737
115, 1.605698, 0.3766317, -1.973308
116, 0.8131985, 1.059983, -1.174499
117, 0.5513033, 3.078624, -1.839941
118, 0.7249584, 3.777285, -0.1493235
119, 1.247325, 0.3696361, -1.960952
120, 1.469828, 0.451026, -0.001840591
121, -1.930188, 0.296876, -1.535131
122, 0.9991998, 2.194786, 1.646309
123, -1.844467, 0.4407992, -1.963267
124, -0.1738555, 1.291273, 1.521238
125, 1.64799, 1.615313, 0.7104616
126, 0.6643071, 0.9335079, 0.451869
127, 1.286094, 1.944667, 0.5442228
128, 0.0738771, 2.431861, 0.7407875
129, 0.7343478, 0.703505, -1.218983
130, -1.872097, 2.249316, 0.2042847
131, -1.011634, 0.8862963, 0.1255655
132, -1.938513, 1.369536, 0.1610994
133, -0.09950995, 3.986678, 0.5944681
134, 0.6288194, 2.200175, 1.077572
135, -0.7016327, 3.747729, 0.1352768
136, 0.8634829, 2.928493, -1.594027
137, 1.56826, 3.216912, -0.3102484
138, -0.6169598, 1.532958, -0.9346924
139, 0.4577467, 0.3949308, 0.4377079
140, -0.5633714, 0.7443805, -0.6323509
141, 0.3627088, 3.343539, -0.4062185
142, -1.567163, 1.708698, 0.168047
143, -1.444457, 2.33584, 1.778355
144, -0.8451102, 2.533935, 1.925491
145, -0.878844, 1.805354, -0.6154222
146, -0.5703218, 0.4199123, 0.5350847
147, -1.777262, 2.115589, -0.7887402
148, -0.3065369, 1.716089, 0.5884399
149, 1.407641, 3.386299, -0.03221321
150, 1.366459, 0.3667665, 1.437637
151, 0.9320917, 1.172767, 0.988452
152, 1.432683, 1.352307, -0.400012
153, -0.8442729, 0.2587376, -0.8662663
154, 1.877445, 0.3491106, 0.5601044
155, 1.509152, 1.130479, 0.4721985
156, 1.848125, 3.470523, -0.3458166
157, 1.242569, 2.820295, -1.655763
158, 0.3320644, 2.981094, -0.7927217
159, -0.5992925, 3.828869, 0.7318258
160, -0.7417886, 0.6538372, 1.706718
161, 1.12714, 3.867605, 0.08352089
162, -0.7436898, 1.965216, 1.596458
163, 1.815706, 2.204392, -0.9461784
164, 1.002385, 1.304513, -0.4938946
165, -0.9151752, 1.142247, -0.5012407
166, -1.18773, 3.824028, -1.693359
167, -0.2491686, 2.234085, -0.3959656
168, 1.19003, 0.326005, -0.5363398
169, 1.377484, 0.3162069, 0.549593
170, 0.1135185, 2.207994, 1.020111
171, -0.8281991, 2.517624, 1.603985
172, -1.926178, 3.025087, -1.220673
173, -1.141995, 1.444439, 0.7779369
174, 0.5136604, 0.453896, 1.906521
175, 0.6406059, 3.80013, 0.6139517
176, -0.5316479, 0.3003993, 0.1843767
177, -1.163625, 0.4228644, -1.7329
178, -1.270733, 1.192882, -0.1669312
179, 0.0467937, 3.098444, -1.065783
180, 1.307961, 0.5821648, -1.365173
181, -0.209326, 1.583768, -1.770836
182, 0.7813067, 1.735564, -0.9639883
183, 0.8074788, 3.319324, -0.401989
184, 1.298636, 2.742839, -0.8262634
185, 0.4157455, 0.4126992, -1.698954
186, -1.174438, 3.993864, 0.3713741
187, -1.467314, 2.115437, -0.6798096
188, -0.304373, 1.300872, -0.4195299
189, -1.924747, 3.141857, -0.8910789
190, 1.48384, 1.390803, 1.300314
191, -1.578611, 0.9001346, -1.866452
192, 1.329182, 3.117122, 0.8637066
193, 0.9983372, 2.512701, 0.1706562
194, -1.893805, 2.870538, -1.875752
195, -1.148314, 3.382572, 1.19928
196, -0.7215602, 0.5057077, 0.2233658
197, -0.4589393, 1.815131, 0.6645441
198, 0.2159264, 1.483871, 0.9232855
199, -1.980769, 3.500074, 1.231583
200, 1.597227, 3.67781, -1.014138
